,brand,1.0,2.0,3.0,4.0,5.0,sentiment_pos,sentiment_neg,sentiment_neu,ratings,loyal,disloyal,neutral,highest_income,lowest_income,race_demo
198,Ivory,0.0,23.0,13.0,13.0,51.0,33.206,33.234,33.56,3.9,33.31,33.401,33.289,"74,999","14,999",83.21
199,Jacks,2.0,3.0,9.0,17.0,69.0,33.377,33.209,33.414,3.9,33.348,33.312,33.34,"74,999","14,999",83.21
200,Jamba Juice,7.0,7.0,15.0,17.0,54.0,33.275,33.475,33.249,3.9,33.408,33.326,33.266,"74,999","14,999",83.21
201,Jays Potato Chips,7.0,5.0,5.0,11.0,72.0,33.392,33.362,33.246,3.9,33.312,33.254,33.434,"74,999","14,999",83.21
202,Jif Peanut Butter,1.0,1.0,2.0,8.0,89.0,33.287,33.421,33.292,3.9,33.258,33.311,33.431,"74,999","14,999",83.21
203,Jiffy,0.0,0.0,0.0,14.0,86.0,33.309,33.121,33.57,3.9,33.382,33.285,33.333,"74,999","14,999",83.21
204,Jim Dandy,3.0,3.0,4.0,9.0,80.0,33.409,33.182,33.409,3.9,33.378,33.377,33.246,"74,999","14,999",83.21
205,Joan of Arc,2.0,1.0,5.0,12.0,80.0,33.228,33.381,33.391,3.9,33.249,33.343,33.409,"74,999","14,999",83.21
206,Johnsonville,1.0,1.0,4.0,11.0,82.0,33.274,33.371,33.354,3.9,33.439,33.343,33.218,"74,999","14,999",83.21
207,Joy,1.0,2.0,6.0,17.0,74.0,33.377,33.251,33.372,3.9,33.286,33.289,33.425,"74,999","14,999",83.21
208,Jus-Rol,2.0,1.0,3.0,14.0,80.0,33.413,33.318,33.268,3.9,33.271,33.428,33.301,"74,999","14,999",83.21
209,Kahlua,2.0,1.0,2.0,7.0,88.0,33.393,33.201,33.405,3.9,33.182,33.428,33.391,"74,999","14,999",83.21
210,Kashi Cereals,4.0,3.0,9.0,13.0,71.0,33.271,33.381,33.349,3.9,33.542,33.263,33.195,"74,999","14,999",83.21
211,KeVita,3.0,3.0,5.0,11.0,78.0,33.334,33.356,33.309,3.9,33.377,33.337,33.286,"74,999","14,999",83.21
212,Keebler,2.0,1.0,5.0,10.0,83.0,33.182,33.411,33.407,3.9,33.395,33.241,33.364,"74,999","14,999",83.21
213,Kettle Brand,7.0,4.0,12.0,16.0,62.0,33.401,33.52,33.078,3.9,33.396,33.358,33.246,"74,999","14,999",83.21
214,Kibbles n Bits,2.0,1.0,4.0,10.0,83.0,33.355,33.501,33.144,3.9,33.351,33.332,33.317,"74,999","14,999",83.21
215,Kinder,5.0,5.0,5.0,10.0,75.0,33.329,33.348,33.324,3.9,33.306,33.366,33.328,"74,999","14,999",83.21
216,King Arthur Flour,2.0,2.0,5.0,12.0,79.0,33.177,33.392,33.431,3.9,33.258,33.377,33.366,"74,999","14,999",83.21
217,Kit Kat,10.0,1.0,4.0,2.0,82.0,33.265,33.246,33.49,3.9,33.405,33.293,33.302,"74,999","14,999",83.21
218,Kix,2.0,1.0,3.0,9.0,87.0,33.226,33.36,33.414,3.9,33.364,33.308,33.328,"74,999","14,999",83.21
219,Kleenex,1.0,1.0,3.0,10.0,85.0,33.24,33.44,33.32,3.9,33.234,33.415,33.351,"74,999","14,999",83.21
220,Klondlike,4.0,7.0,8.0,9.0,71.0,33.308,33.294,33.398,3.9,33.49,33.183,33.327,"74,999","14,999",83.21
221,Kotex,0.0,0.0,5.0,10.0,85.0,33.303,33.274,33.423,3.9,33.44,33.321,33.239,"74,999","14,999",83.21
222,Kraft ,1.0,1.0,3.0,9.0,86.0,33.433,33.335,33.232,3.9,33.292,33.373,33.334,"74,999","14,999",83.21
223,Krazy Glue,4.0,2.0,5.0,11.0,78.0,33.348,33.365,33.287,3.9,33.429,33.345,33.225,"74,999","14,999",83.21
224,Krunchers,12.0,3.0,7.0,5.0,74.0,33.286,33.336,33.378,3.9,33.308,33.305,33.387,"74,999","14,999",83.21
225,LG,6.0,3.0,6.0,13.0,73.0,33.316,33.343,33.341,3.9,33.326,33.415,33.259,"74,999","14,999",83.21
226,LOreal,3.0,3.0,7.0,14.0,73.0,33.343,33.239,33.418,3.9,33.426,33.236,33.338,"74,999","14,999",83.21
227,Las Palmas,0.0,0.0,10.0,14.0,76.0,33.309,33.432,33.259,3.9,33.374,33.313,33.313,"74,999","14,999",83.21
228,Late July,9.0,13.0,0.0,20.0,58.0,33.325,33.301,33.374,3.9,33.53,33.197,33.273,"74,999","14,999",83.21
229,Laura Scudders,7.0,2.0,0.0,8.0,83.0,33.318,33.231,33.451,3.9,33.362,33.346,33.293,"74,999","14,999",83.21
230,Lays,10.0,4.0,8.0,10.0,68.0,33.477,33.251,33.272,3.9,33.402,33.369,33.229,"74,999","14,999",83.21
231,Le Sueur,2.0,2.0,2.0,14.0,80.0,33.22,33.494,33.286,3.9,33.152,33.487,33.361,"74,999","14,999",83.21
232,Lea & Perrins,2.0,1.0,0.0,7.0,90.0,33.335,33.246,33.419,4.7,33.331,33.28,33.389,"74,999","14,999",83.21
233,Libbys,3.0,2.0,6.0,8.0,81.0,33.249,33.41,33.341,3.9,33.232,33.439,33.329,"74,999","14,999",83.21
234,Liberté,1.0,0.0,3.0,9.0,86.0,33.344,33.204,33.452,3.9,33.275,33.267,33.459,"74,999","14,999",83.21
235,Life Savers,1.0,1.0,3.0,8.0,86.0,33.302,33.367,33.33,3.9,33.389,33.304,33.307,"74,999","14,999",83.21
236,Lindt,3.0,1.0,3.0,6.0,87.0,33.311,33.318,33.371,3.9,33.45,33.204,33.346,"74,999","14,999",83.21
237,Lipton Tea,1.0,0.0,2.0,9.0,88.0,33.214,33.39,33.396,3.9,33.278,33.336,33.386,"74,999","14,999",83.21
238,Listerine,1.0,1.0,2.0,9.0,87.0,33.369,33.272,33.359,3.9,33.306,33.389,33.305,"74,999","14,999",83.21
239,Little Debbie,3.0,2.0,5.0,11.0,79.0,33.269,33.421,33.309,3.9,33.446,33.348,33.206,"74,999","14,999",83.21
240,Little Hugs,10.0,8.0,7.0,7.0,69.0,33.511,33.376,33.113,3.9,33.251,33.434,33.315,"74,999","14,999",83.21
241,Loctite,1.0,1.0,4.0,12.0,83.0,33.309,33.249,33.441,3.9,33.186,33.314,33.499,"74,999","14,999",83.21
242,Logitech,4.0,3.0,4.0,13.0,76.0,33.386,33.353,33.261,3.9,33.201,33.303,33.496,"74,999","14,999",83.21
243,Lotus Biscoff,4.0,2.0,5.0,13.0,76.0,33.449,33.288,33.263,3.9,33.262,33.392,33.345,"74,999","14,999",83.21
244,Lotus Chocolate,3.0,3.0,3.0,4.0,86.0,33.381,33.296,33.323,3.9,33.389,33.252,33.36,"74,999","14,999",83.21
245,Lucky Charms,15.0,0.0,14.0,0.0,71.0,33.272,33.496,33.232,3.9,33.395,33.382,33.223,"74,999","14,999",83.21
246,Lysol,2.0,1.0,2.0,5.0,91.0,33.225,33.463,33.312,3.9,33.366,33.377,33.257,"74,999","14,999",83.21
247,LÄRABAR,10.0,2.0,10.0,16.0,63.0,33.302,33.339,33.36,3.9,33.33,33.166,33.505,"74,999","14,999",83.21
248,Maggi,8.0,3.0,10.0,12.0,67.0,33.387,33.232,33.381,3.9,33.363,33.314,33.323,"74,999","14,999",83.21
249,Magnum,1.0,3.0,6.0,7.0,83.0,33.343,33.348,33.309,3.9,33.373,33.298,33.33,"74,999","14,999",83.21
250,Malt-O-Meal,32.0,0.0,34.0,0.0,34.0,33.302,33.254,33.444,4.6,33.298,33.308,33.394,"74,999","14,999",83.21
251,Mama Marys,6.0,4.0,12.0,15.0,63.0,33.229,33.318,33.453,3.9,33.357,33.474,33.169,"74,999","14,999",83.21
252,Margaritaville,3.0,2.0,4.0,10.0,82.0,33.315,33.429,33.256,3.9,33.247,33.285,33.468,"74,999","14,999",83.21
253,Martha White,3.0,2.0,0.0,3.0,93.0,33.303,33.378,33.319,3.9,33.345,33.373,33.281,"74,999","14,999",83.21
254,Maruchan Noodles,3.0,2.0,4.0,11.0,80.0,33.551,33.329,33.12,3.9,33.321,33.444,33.235,"74,999","14,999",83.21
255,Maybelline,3.0,3.0,8.0,15.0,71.0,33.344,33.42,33.236,3.9,33.507,33.224,33.268,"74,999","14,999",83.21
256,McCormick,1.0,1.0,2.0,8.0,89.0,33.273,33.393,33.334,3.9,33.279,33.415,33.306,"74,999","14,999",83.21
257,Mead,1.0,1.0,4.0,11.0,83.0,33.226,33.42,33.354,3.9,33.354,33.312,33.334,"74,999","14,999",83.21
258,Mentos,13.0,0.0,6.0,14.0,67.0,33.337,33.414,33.249,3.9,33.342,33.367,33.291,"74,999","14,999",83.21
259,Meow Mix,7.0,2.0,2.0,7.0,81.0,33.331,33.34,33.329,3.9,33.451,33.413,33.136,"74,999","14,999",83.21
260,Milk-Bone,5.0,2.0,6.0,10.0,77.0,33.523,33.358,33.12,3.9,33.391,33.245,33.364,"74,999","14,999",83.21
261,Milky Way,2.0,1.0,2.0,8.0,87.0,33.448,33.407,33.145,3.9,33.468,33.322,33.211,"74,999","14,999",83.21
262,Milos Kitchen,3.0,2.0,4.0,10.0,82.0,33.345,33.15,33.505,3.9,33.354,33.271,33.374,"74,999","14,999",83.21
263,Minute Maid,1.0,0.0,5.0,6.0,88.0,33.311,33.357,33.332,3.9,33.333,33.346,33.321,"74,999","14,999",83.21
264,Mio,2.0,0.0,2.0,10.0,86.0,33.246,33.352,33.402,3.9,33.459,33.383,33.158,"74,999","14,999",83.21
265,Mission Foods,0.0,4.0,5.0,20.0,71.0,33.473,33.199,33.328,3.9,33.084,33.586,33.33,"74,999","14,999",83.21
266,Mistic,8.0,0.0,9.0,8.0,75.0,33.392,33.317,33.29,3.9,33.244,33.322,33.435,"74,999","14,999",83.21
267,Monster,2.0,1.0,3.0,9.0,85.0,33.419,33.27,33.311,3.9,33.392,33.124,33.484,"74,999","14,999",83.21
268,Monsters (Cereal),3.0,3.0,4.0,8.0,83.0,33.216,33.445,33.338,3.9,33.337,33.41,33.253,"74,999","14,999",83.21
269,Morton,6.0,4.0,0.0,13.0,77.0,33.412,33.288,33.3,3.9,33.295,33.369,33.336,"74,999","14,999",83.21
270,Motts,7.0,0.0,13.0,9.0,71.0,33.245,33.323,33.432,3.9,33.308,33.399,33.293,"74,999","14,999",83.21
271,Mountain Dew,12.0,2.0,4.0,12.0,69.0,33.231,33.454,33.315,3.9,33.375,33.524,33.101,"74,999","14,999",83.21
272,Mountain High,0.0,11.0,0.0,0.0,89.0,33.235,33.378,33.387,3.9,33.31,33.343,33.347,"74,999","14,999",83.21
273,Mr. & Mrs. T,7.0,3.0,7.0,7.0,77.0,33.325,33.332,33.343,3.9,33.31,33.412,33.278,"74,999","14,999",83.21
274,Mr. Clean,3.0,0.0,2.0,3.0,92.0,33.41,33.363,33.227,3.9,33.389,33.262,33.348,"74,999","14,999",83.21
275,Mrs. Dash,2.0,1.0,4.0,9.0,84.0,33.196,33.264,33.54,3.9,33.268,33.301,33.431,"74,999","14,999",83.21
276,Mrs. Meyers,5.0,4.0,5.0,13.0,74.0,33.337,33.239,33.424,3.9,33.337,33.472,33.191,"74,999","14,999",83.21
277,Mt. Olive,1.0,2.0,7.0,11.0,80.0,33.389,33.135,33.476,4.2,33.401,33.312,33.287,"74,999","14,999",83.21
278,Mug Root Beer,1.0,1.0,5.0,9.0,85.0,33.27,33.385,33.345,4.9,33.396,33.261,33.343,"74,999","14,999",83.21
279,Muir Glen,3.0,2.0,0.0,9.0,86.0,33.348,33.285,33.367,3.9,33.401,33.288,33.311,"74,999","14,999",83.21
280,Murray,3.0,2.0,4.0,14.0,77.0,33.332,33.466,33.203,3.9,33.118,33.541,33.341,"74,999","14,999",83.21
281,Nabisco,2.0,1.0,4.0,10.0,83.0,33.183,33.456,33.361,3.9,33.322,33.504,33.174,"74,999","14,999",83.21
282,Naked,4.0,2.0,7.0,16.0,71.0,33.377,33.238,33.385,3.9,33.454,33.181,33.365,"74,999","14,999",83.21
283,Natural Balance,0.0,0.0,16.0,45.0,40.0,33.337,33.448,33.215,3.9,33.306,33.36,33.334,"74,999","14,999",83.21
284,Nature Valley,2.0,1.0,3.0,8.0,86.0,33.013,33.527,33.46,3.9,33.295,33.331,33.374,"74,999","14,999",83.21
285,Natures Bakery,2.0,1.0,4.0,10.0,83.0,33.289,33.43,33.281,3.9,33.44,33.184,33.376,"74,999","14,999",83.21
286,Natures Recipe,2.0,1.0,4.0,11.0,82.0,33.497,33.197,33.306,3.9,33.268,33.379,33.353,"74,999","14,999",83.21
287,Nestea,6.0,6.0,8.0,11.0,69.0,33.356,33.333,33.311,3.9,33.271,33.277,33.452,"74,999","14,999",83.21
288,Nestle Boost,1.0,1.0,4.0,10.0,84.0,33.354,33.279,33.367,3.9,33.239,33.431,33.33,"74,999","14,999",83.21
289,Neutrogena,2.0,1.0,4.0,11.0,81.0,33.238,33.381,33.382,3.9,33.398,33.246,33.357,"74,999","14,999",83.21
290,Newmans Own Organics,14.0,3.0,6.0,15.0,62.0,33.369,33.24,33.39,3.9,33.428,33.372,33.199,"74,999","14,999",83.21
291,Nissin,2.0,2.0,6.0,12.0,78.0,33.459,33.355,33.187,3.9,33.283,33.378,33.339,"74,999","14,999",83.21
292,Nivea,2.0,1.0,4.0,9.0,85.0,33.381,33.278,33.341,3.9,33.268,33.328,33.404,"74,999","14,999",83.21
293,Nutella,6.0,0.0,4.0,15.0,76.0,33.501,33.32,33.179,3.9,33.397,33.321,33.282,"74,999","14,999",83.21
294,O-Ke-Doke,7.0,11.0,9.0,12.0,61.0,33.463,33.358,33.179,3.9,33.354,33.321,33.326,"74,999","14,999",83.21
295,OFF,2.0,2.0,7.0,14.0,74.0,33.244,33.444,33.312,3.9,33.399,33.274,33.327,"74,999","14,999",83.21
296,Ocean Spray,6.0,15.0,0.0,23.0,56.0,33.291,33.38,33.329,3.9,33.412,33.151,33.437,"74,999","14,999",83.21
297,Olay,2.0,2.0,5.0,13.0,79.0,33.443,33.293,33.265,3.9,33.291,33.376,33.333,"74,999","14,999",83.21
298,Old El Paso,8.0,8.0,8.0,8.0,67.0,33.339,33.291,33.37,3.9,33.282,33.329,33.389,"74,999","14,999",83.21
299,Old Spice,3.0,1.0,3.0,8.0,84.0,33.404,33.303,33.293,3.9,33.439,33.328,33.234,"74,999","14,999",83.21
300,Olive Garden,2.0,1.0,6.0,10.0,81.0,33.375,33.371,33.254,3.9,33.135,33.333,33.533,"74,999","14,999",83.21
301,Open Pit,2.0,1.0,2.0,6.0,89.0,33.253,33.415,33.332,4.6,33.281,33.438,33.281,"74,999","14,999",83.21
302,Oral-B,13.0,5.0,5.0,16.0,61.0,33.385,33.289,33.326,3.9,33.406,33.205,33.389,"74,999","14,999",83.21
303,Orbit Gum,0.0,1.0,3.0,7.0,89.0,33.251,33.323,33.426,3.9,33.234,33.373,33.393,"74,999","14,999",83.21
304,Ortega,19.0,7.0,10.0,7.0,57.0,33.356,33.347,33.297,3.9,33.386,33.187,33.427,"74,999","14,999",83.21
305,OtterBox,5.0,1.0,3.0,19.0,71.0,33.307,33.377,33.316,3.9,33.296,33.29,33.414,"74,999","14,999",83.21
306,Ovaltine,8.0,4.0,2.0,12.0,74.0,33.478,33.126,33.395,4.5,33.544,33.155,33.301,"74,999","14,999",83.21
307,Oxford (Index Cards),2.0,1.0,3.0,8.0,86.0,33.237,33.34,33.423,3.9,33.339,33.272,33.389,"74,999","14,999",83.21
308,PNY (Electronics),2.0,1.0,4.0,15.0,77.0,33.268,33.261,33.471,3.9,33.214,33.295,33.492,"74,999","14,999",83.21
309,Pace (Dips & Sauces),2.0,1.0,4.0,12.0,82.0,33.27,33.471,33.259,3.9,33.329,33.265,33.406,"74,999","14,999",83.21
310,Pacon (Paper),5.0,2.0,8.0,17.0,68.0,33.41,33.34,33.25,3.9,33.231,33.504,33.265,"74,999","14,999",83.21
311,Panasonic,0.0,0.0,0.0,28.0,72.0,33.417,33.325,33.259,3.9,33.294,33.474,33.232,"74,999","14,999",83.21
312,Panera Bread,5.0,3.0,10.0,17.0,65.0,33.119,33.472,33.409,3.9,33.342,33.349,33.309,"74,999","14,999",83.21
313,Panko,0.0,0.0,0.0,50.0,50.0,33.365,33.401,33.234,3.9,33.399,33.322,33.279,"74,999","14,999",83.21
314,Paper Mate,8.0,2.0,5.0,9.0,76.0,33.367,33.235,33.397,3.9,33.336,33.358,33.306,"74,999","14,999",83.21
315,Parkay,5.0,2.0,5.0,12.0,75.0,33.404,33.283,33.313,3.9,33.501,33.391,33.108,"74,999","14,999",83.21
316,Pedigree,6.0,2.0,7.0,6.0,80.0,33.468,33.09,33.443,3.9,33.123,33.343,33.534,"74,999","14,999",83.21
317,Peets Coffee,1.0,1.0,5.0,13.0,81.0,33.484,33.211,33.305,3.9,33.349,33.368,33.283,"74,999","14,999",83.21
318,Pentel,1.0,1.0,2.0,7.0,90.0,33.261,33.322,33.417,3.9,33.33,33.257,33.413,"74,999","14,999",83.21
319,Pepperidge Farm,3.0,3.0,7.0,13.0,73.0,33.324,33.286,33.39,3.9,33.489,33.376,33.136,"74,999","14,999",83.21
320,Pepsi,1.0,0.0,2.0,6.0,91.0,33.331,33.345,33.324,3.9,33.265,33.253,33.482,"74,999","14,999",83.21
321,Pepsodent,8.0,13.0,5.0,18.0,56.0,33.397,33.283,33.319,3.9,33.407,33.363,33.23,"74,999","14,999",83.21
322,Perdue,1.0,1.0,4.0,11.0,82.0,33.39,33.272,33.337,3.9,33.379,33.489,33.133,"74,999","14,999",83.21
323,Perrier,2.0,3.0,5.0,10.0,80.0,33.424,33.263,33.313,3.9,33.212,33.511,33.277,"74,999","14,999",83.21
324,Persil,1.0,1.0,3.0,7.0,88.0,33.442,33.351,33.207,3.9,33.385,33.419,33.196,"74,999","14,999",83.21
325,Peter Pan,3.0,1.0,4.0,8.0,85.0,33.395,33.389,33.215,3.9,33.155,33.58,33.265,"74,999","14,999",83.21
326,Pillsbury,5.0,2.0,4.0,13.0,77.0,33.28,33.334,33.386,3.9,33.268,33.312,33.42,"74,999","14,999",83.21
327,Pilot,5.0,0.0,9.0,14.0,73.0,33.237,33.353,33.41,3.9,33.295,33.478,33.227,"74,999","14,999",83.21
328,Poland Spring,10.0,3.0,10.0,5.0,73.0,33.359,33.381,33.26,3.9,33.222,33.341,33.437,"74,999","14,999",83.21
329,Polaner,12.0,3.0,6.0,4.0,75.0,33.436,33.236,33.328,3.9,33.28,33.336,33.385,"74,999","14,999",83.21
330,Polly O,9.0,6.0,9.0,13.0,64.0,33.299,33.433,33.269,3.9,33.387,33.293,33.321,"74,999","14,999",83.21
331,Ponds,2.0,1.0,5.0,12.0,81.0,33.279,33.385,33.336,3.9,33.351,33.308,33.341,"74,999","14,999",83.21
332,Pringles,6.0,4.0,3.0,9.0,77.0,33.3,33.328,33.372,3.9,33.241,33.366,33.394,"74,999","14,999",83.21
333,Prismacolor,1.0,1.0,2.0,8.0,89.0,33.374,33.402,33.224,3.9,33.501,33.179,33.321,"74,999","14,999",83.21
334,Progresso,2.0,2.0,6.0,14.0,77.0,33.152,33.421,33.426,3.9,33.329,33.364,33.307,"74,999","14,999",83.21
335,Propel,9.0,4.0,8.0,10.0,69.0,33.33,33.335,33.335,3.9,33.297,33.526,33.177,"74,999","14,999",83.21
336,Pup-Peroni,1.0,1.0,1.0,6.0,92.0,33.41,33.413,33.177,3.9,33.338,33.278,33.383,"74,999","14,999",83.21
337,Purell,6.0,3.0,7.0,6.0,79.0,33.38,33.276,33.345,3.9,33.276,33.313,33.412,"74,999","14,999",83.21
338,Purex,5.0,5.0,4.0,18.0,69.0,33.344,33.277,33.379,3.9,33.313,33.339,33.348,"74,999","14,999",83.21
339,Purina,2.0,1.0,5.0,12.0,79.0,33.389,33.295,33.316,3.9,33.259,33.402,33.339,"74,999","14,999",83.21
340,Purina Friskies,2.0,1.0,3.0,10.0,84.0,33.3,33.297,33.403,3.9,33.357,33.276,33.367,"74,999","14,999",83.21
341,Purina Pro Plan,2.0,1.0,3.0,10.0,84.0,33.38,33.361,33.259,3.9,33.462,33.274,33.265,"74,999","14,999",83.21
342,Quaker,12.0,12.0,14.0,14.0,48.0,33.281,33.468,33.251,3.9,33.271,33.239,33.491,"74,999","14,999",83.21
343,Quartet,4.0,2.0,5.0,12.0,77.0,33.229,33.373,33.398,3.9,33.414,33.246,33.34,"74,999","14,999",83.21
344,R.W. Knudsen Family,5.0,6.0,5.0,6.0,78.0,33.427,33.164,33.409,3.9,33.303,33.352,33.346,"74,999","14,999",83.21
345,RC Cola,8.0,2.0,4.0,13.0,73.0,33.263,33.253,33.483,3.9,33.299,33.382,33.32,"74,999","14,999",83.21
346,Rachel Ray Nutrish,3.0,2.0,5.0,11.0,80.0,33.281,33.377,33.341,3.9,33.293,33.295,33.413,"74,999","14,999",83.21
347,Ragu,1.0,1.0,5.0,11.0,82.0,33.358,33.263,33.38,3.9,33.241,33.533,33.226,"74,999","14,999",83.21
348,ReaLemon,2.0,1.0,4.0,11.0,82.0,33.293,33.312,33.395,4.3,33.292,33.417,33.291,"74,999","14,999",83.21
349,ReaLime,1.0,0.0,4.0,12.0,83.0,33.313,33.353,33.334,3.9,33.262,33.348,33.39,"74,999","14,999",83.21
350,Red Baron,3.0,1.0,6.0,16.0,74.0,33.321,33.265,33.414,3.9,33.351,33.411,33.238,"74,999","14,999",83.21
351,Red Bull,1.0,0.0,2.0,6.0,90.0,33.185,33.507,33.308,3.9,33.421,33.133,33.447,"74,999","14,999",83.21
352,Reeses,2.0,1.0,3.0,8.0,85.0,33.336,33.278,33.386,3.9,33.424,33.266,33.309,"74,999","14,999",83.21
353,Revlon,12.0,4.0,6.0,7.0,71.0,33.254,33.372,33.374,3.9,33.187,33.339,33.474,"74,999","14,999",83.21
354,Ro-Tel,2.0,2.0,3.0,4.0,89.0,33.367,33.372,33.261,4.5,33.207,33.396,33.396,"74,999","14,999",83.21
355,Ronzoni,0.0,0.0,21.0,7.0,72.0,33.212,33.324,33.464,3.9,33.303,33.329,33.368,"74,999","14,999",83.21
356,Roses,0.0,0.0,0.0,38.0,62.0,33.233,33.424,33.343,3.9,33.333,33.309,33.358,"74,999","14,999",83.21
357,Rubbermaid,0.0,2.0,4.0,9.0,85.0,33.559,33.27,33.171,3.9,33.372,33.401,33.227,"74,999","14,999",83.21
358,Ruffles,1.0,1.0,3.0,10.0,85.0,33.426,33.346,33.228,3.9,33.369,33.32,33.311,"74,999","14,999",83.21
359,Russell Stover,2.0,2.0,4.0,12.0,80.0,33.339,33.411,33.25,3.9,33.314,33.352,33.334,"74,999","14,999",83.21
360,Sabra,1.0,1.0,3.0,11.0,84.0,33.436,33.093,33.47,3.9,33.434,33.364,33.202,"74,999","14,999",83.21
361,Saco Pantry,3.0,2.0,5.0,12.0,78.0,33.311,33.398,33.291,3.9,33.351,33.472,33.177,"74,999","14,999",83.21
362,Safeguard,2.0,1.0,3.0,8.0,86.0,33.26,33.367,33.372,3.9,33.284,33.277,33.44,"74,999","14,999",83.21
363,Sahale Snacks,2.0,1.0,4.0,10.0,83.0,33.444,33.329,33.227,3.9,33.263,33.411,33.326,"74,999","14,999",83.21
364,Samsung,4.0,1.0,4.0,11.0,81.0,33.402,33.517,33.081,3.9,33.208,33.335,33.457,"74,999","14,999",83.21
365,San Pellegrino,2.0,1.0,2.0,7.0,87.0,33.511,33.259,33.23,4.4,33.506,33.27,33.223,"74,999","14,999",83.21
366,SanDisk,3.0,1.0,5.0,12.0,79.0,33.249,33.405,33.346,3.9,33.226,33.163,33.611,"74,999","14,999",83.21
367,Santa Cruz Organic,4.0,4.0,4.0,11.0,77.0,33.258,33.359,33.384,3.9,33.38,33.396,33.224,"74,999","14,999",83.21
368,Santitas,2.0,1.0,6.0,12.0,78.0,33.307,33.457,33.236,3.9,33.319,33.14,33.54,"74,999","14,999",83.21
369,Sara Lee,2.0,2.0,7.0,13.0,76.0,33.317,33.336,33.347,3.9,33.233,33.408,33.359,"74,999","14,999",83.21
370,Schwarzkopf,3.0,1.0,5.0,15.0,76.0,33.265,33.3,33.436,3.9,33.261,33.395,33.344,"74,999","14,999",83.21
371,Schweppes,1.0,1.0,3.0,9.0,86.0,33.428,33.221,33.351,4.1,33.479,33.317,33.204,"74,999","14,999",83.21
372,Seagrams,4.0,3.0,5.0,8.0,81.0,33.399,33.2,33.4,3.9,33.383,33.389,33.228,"74,999","14,999",83.21
373,Seattles Best Coffee,16.0,6.0,6.0,19.0,52.0,33.234,33.362,33.404,3.9,33.337,33.368,33.295,"74,999","14,999",83.21
374,Sees Candies,6.0,4.0,5.0,11.0,74.0,33.259,33.345,33.396,3.9,33.36,33.585,33.056,"74,999","14,999",83.21
375,Sensodyne,8.0,1.0,3.0,8.0,80.0,33.341,33.306,33.352,3.9,33.274,33.415,33.311,"74,999","14,999",83.21
376,Sharpie,1.0,0.0,2.0,7.0,90.0,33.308,33.373,33.318,3.9,33.42,33.418,33.162,"74,999","14,999",83.21
377,Shedds Country Crock,1.0,1.0,3.0,9.0,86.0,33.421,33.232,33.347,3.9,33.436,33.259,33.305,"74,999","14,999",83.21
378,Sierra Mist,1.0,1.0,3.0,11.0,84.0,33.39,33.27,33.34,4.2,33.315,33.202,33.482,"74,999","14,999",83.21
379,Skinny Girl,1.0,0.0,3.0,4.0,92.0,33.358,33.327,33.315,3.9,33.288,33.243,33.469,"74,999","14,999",83.21
380,Skittles,2.0,1.0,3.0,8.0,87.0,33.228,33.408,33.364,3.9,33.328,33.307,33.365,"74,999","14,999",83.21
381,Slim Jim,1.0,1.0,3.0,12.0,83.0,33.352,33.322,33.327,3.9,33.496,33.226,33.277,"74,999","14,999",83.21
382,Smarties,9.0,3.0,5.0,9.0,74.0,33.313,33.364,33.323,3.9,33.388,33.28,33.332,"74,999","14,999",83.21
383,Smithfield Foods,14.0,5.0,11.0,17.0,53.0,33.289,33.339,33.372,3.9,33.406,33.352,33.242,"74,999","14,999",83.21
384,Smuckers,3.0,2.0,6.0,14.0,74.0,33.39,33.357,33.253,3.9,33.361,33.351,33.288,"74,999","14,999",83.21
385,SnackWells,24.0,8.0,13.0,10.0,45.0,33.359,33.248,33.393,3.9,33.313,33.335,33.351,"74,999","14,999",83.21
386,Snapple,6.0,2.0,3.0,6.0,83.0,33.336,33.334,33.33,3.9,33.262,33.306,33.432,"74,999","14,999",83.21
387,Snausages,4.0,4.0,4.0,9.0,79.0,33.247,33.475,33.278,3.9,33.326,33.483,33.191,"74,999","14,999",83.21
388,Snickers,2.0,1.0,3.0,7.0,87.0,33.425,33.371,33.204,3.9,33.338,33.289,33.373,"74,999","14,999",83.21
389,Snuggle,1.0,1.0,2.0,8.0,88.0,33.473,33.192,33.335,3.9,33.268,33.353,33.379,"74,999","14,999",83.21
390,SoBe,13.0,0.0,0.0,19.0,68.0,33.379,33.281,33.34,3.9,33.35,33.289,33.36,"74,999","14,999",83.21
391,Softsoap,2.0,1.0,4.0,12.0,82.0,33.359,33.406,33.235,3.9,33.226,33.356,33.418,"74,999","14,999",83.21
392,Sonicare,0.0,0.0,33.0,33.0,33.0,33.316,33.316,33.368,3.9,33.402,33.165,33.433,"74,999","14,999",83.21
393,Spice Islands,0.0,0.0,0.0,8.0,92.0,33.274,33.365,33.361,3.9,33.412,33.266,33.322,"74,999","14,999",83.21
394,Splenda,1.0,0.0,2.0,8.0,89.0,33.423,33.269,33.307,3.9,33.244,33.279,33.477,"74,999","14,999",83.21
395,Sprite,1.0,0.0,2.0,6.0,92.0,33.42,33.326,33.254,3.9,33.327,33.245,33.428,"74,999","14,999",83.21
396,Squirt,6.0,3.0,3.0,7.0,81.0,33.267,33.329,33.405,3.9,33.276,33.322,33.402,"74,999","14,999",83.21
