,brand,age,sentiment_pos,sentiment_neg,sentiment_neu
2303,Bar S,20 to 24 years,33.386,33.2193,33.3947
2310,Bar S,65 to 74 years,33.2061,33.8377,32.9561
2306,Bar S,45 to 54 years,33.4868,33.114,33.3991
2309,Bar S,60 to 64 years,33.5877,32.9956,33.4167
1625,Barilla,10 to 14 years,33.3421,33.3772,33.2807
1628,Barilla,25 to 34 years,33.6096,33.1404,33.25
1627,Barilla,20 to 24 years,33.7281,33.2851,32.9868
1629,Barilla,35 to 44 years,33.864,32.9035,33.2325
1630,Barilla,45 to 54 years,33.7105,33.2675,33.0219
1631,Barilla,5 to 9 years,33.0921,33.2281,33.6798
1632,Barilla,55 to 59 years,33.4079,33.4737,33.1184
1633,Barilla,60 to 64 years,32.6096,33.5833,33.807
1634,Barilla,65 to 74 years,33.9956,33.2675,32.7368
1635,Barilla,75 to 84 years,32.9737,33.3947,33.6316
1626,Barilla,15 to 19 years,33.4386,32.7325,33.8289
1637,Barilla,Under 5 years,33.057,33.2632,33.6798
1636,Barilla,85 years and over,32.7412,33.6272,33.6316
1952,Barqs,20 to 24 years,32.614,33.8114,33.5746
1950,Barqs,10 to 14 years,33.3816,33.3684,33.25
1951,Barqs,15 to 19 years,33.4693,33.3377,33.193
1953,Barqs,25 to 34 years,32.7149,33.7807,33.5044
1954,Barqs,35 to 44 years,33.5263,33.2588,33.2149
1955,Barqs,45 to 54 years,33.2807,33.2939,33.4254
1957,Barqs,55 to 59 years,33.307,33.4561,33.2368
1956,Barqs,5 to 9 years,33.3333,33.1754,33.4912
1959,Barqs,65 to 74 years,33.0482,33.6228,33.3289
1960,Barqs,75 to 84 years,33.3553,33.1184,33.5263
1961,Barqs,85 years and over,33.2632,33.5351,33.2018
1962,Barqs,Under 5 years,33.2281,33.0307,33.7412
1958,Barqs,60 to 64 years,33.2412,33.4123,33.3465
3745,Bear Creek,15 to 19 years,33.7105,33.0132,33.2763
3756,Bear Creek,Under 5 years,33.4342,33.25,33.3158
3751,Bear Creek,55 to 59 years,33.2193,33.1491,33.6316
3744,Bear Creek,10 to 14 years,32.8991,34.0307,33.0702
3755,Bear Creek,85 years and over,33.4298,33.2149,33.3553
3754,Bear Creek,75 to 84 years,33.1711,33.3947,33.4342
3746,Bear Creek,20 to 24 years,32.8684,33.6579,33.4737
3752,Bear Creek,60 to 64 years,33.5395,33.6316,32.8289
3749,Bear Creek,45 to 54 years,33.7632,33.2895,32.9474
3748,Bear Creek,35 to 44 years,33.1096,33.0219,33.8684
3753,Bear Creek,65 to 74 years,32.9868,33.7325,33.2807
3747,Bear Creek,25 to 34 years,33.3202,33.7588,32.9211
3750,Bear Creek,5 to 9 years,33.5,33.2368,33.2632
3381,Bear Naked,15 to 19 years,33.3991,33.3991,33.2018
3386,Bear Naked,5 to 9 years,33.4342,33.0965,33.4693
3387,Bear Naked,55 to 59 years,33.5702,33.3246,33.1053
3388,Bear Naked,60 to 64 years,33.4079,33.0088,33.5833
3382,Bear Naked,20 to 24 years,33.307,32.8202,33.8728
3390,Bear Naked,75 to 84 years,33.5263,32.8158,33.6579
3392,Bear Naked,Under 5 years,33.4868,33.1667,33.3465
3389,Bear Naked,65 to 74 years,33.5921,33.2895,33.1184
3385,Bear Naked,45 to 54 years,33.7763,33.3728,32.8509
3384,Bear Naked,35 to 44 years,33.0658,33.6579,33.2763
3383,Bear Naked,25 to 34 years,33.7018,33.3684,32.9298
3380,Bear Naked,10 to 14 years,33.5746,32.4605,33.9649
3391,Bear Naked,85 years and over,33.1886,33.6754,33.136
3071,Beech-Nut,25 to 34 years,33.2895,33.0965,33.614
3070,Beech-Nut,20 to 24 years,33.6974,32.6404,33.6623
3072,Beech-Nut,35 to 44 years,33.4254,33.1447,33.4298
3073,Beech-Nut,45 to 54 years,33.2061,33.2193,33.5746
3074,Beech-Nut,5 to 9 years,33.443,33.5044,33.0526
3075,Beech-Nut,55 to 59 years,33.4254,33.0088,33.5658
3076,Beech-Nut,60 to 64 years,33.6096,33.0307,33.3596
3077,Beech-Nut,65 to 74 years,33.3333,33.4211,33.2456
3078,Beech-Nut,75 to 84 years,34.0395,32.9386,33.0219
3079,Beech-Nut,85 years and over,33.6711,32.9868,33.3421
3080,Beech-Nut,Under 5 years,33.2719,33.4868,33.2412
3068,Beech-Nut,10 to 14 years,33.0965,32.8202,34.0833
3069,Beech-Nut,15 to 19 years,33.3202,33.3465,33.3333
2450,Bertolli,5 to 9 years,33.4561,33.0833,33.4605
2446,Bertolli,20 to 24 years,33.2325,33.3202,33.4474
2447,Bertolli,25 to 34 years,33.2456,33.1754,33.5789
2448,Bertolli,35 to 44 years,33.4561,33.2018,33.3421
2449,Bertolli,45 to 54 years,33.6272,32.8991,33.4737
2451,Bertolli,55 to 59 years,33.0395,33.6096,33.3509
2452,Bertolli,60 to 64 years,32.6404,33.9211,33.4386
2453,Bertolli,65 to 74 years,34.1711,33.0351,32.7939
2454,Bertolli,75 to 84 years,33.6184,33.4649,32.9167
2455,Bertolli,85 years and over,32.886,33.7588,33.3553
2445,Bertolli,15 to 19 years,33.4912,32.9561,33.5526
2456,Bertolli,Under 5 years,32.8816,33.4781,33.6404
2444,Bertolli,10 to 14 years,33.2193,33.4123,33.3684
387,Betty Crocker,75 to 84 years,32.9956,33.5526,33.4518
389,Betty Crocker,Under 5 years,33.2632,33.2544,33.4825
388,Betty Crocker,85 years and over,33.6623,32.864,33.4737
377,Betty Crocker,10 to 14 years,33.6404,33.0482,33.3114
378,Betty Crocker,15 to 19 years,33.307,33.1798,33.5132
379,Betty Crocker,20 to 24 years,33.4342,33.2544,33.3114
386,Betty Crocker,65 to 74 years,33.1184,33.8465,33.0351
381,Betty Crocker,35 to 44 years,33.0746,33.5351,33.3904
382,Betty Crocker,45 to 54 years,33.136,33.4518,33.4123
383,Betty Crocker,5 to 9 years,32.9386,34.0614,33.0
384,Betty Crocker,55 to 59 years,33.3333,33.0746,33.5921
385,Betty Crocker,60 to 64 years,33.2412,32.8728,33.886
380,Betty Crocker,25 to 34 years,33.7588,32.8509,33.3904
2534,Biotene,Under 5 years,33.1623,33.4561,33.3816
2533,Biotene,85 years and over,33.0833,33.4649,33.4518
2532,Biotene,75 to 84 years,33.5351,33.1404,33.3246
2530,Biotene,60 to 64 years,33.4649,32.8684,33.6667
2529,Biotene,55 to 59 years,33.1974,33.5921,33.2105
2531,Biotene,65 to 74 years,33.0482,33.5439,33.4079
2527,Biotene,45 to 54 years,33.3772,33.2237,33.3991
2522,Biotene,10 to 14 years,33.0877,33.5702,33.3421
2523,Biotene,15 to 19 years,33.3246,33.5833,33.0921
2528,Biotene,5 to 9 years,33.2895,33.1228,33.5877
2525,Biotene,25 to 34 years,33.6096,33.6623,32.7281
2526,Biotene,35 to 44 years,34.0439,32.7325,33.2237
2524,Biotene,20 to 24 years,32.2412,33.9474,33.8114
376,Bisquick,Under 5 years,33.8114,33.2193,32.9693
375,Bisquick,85 years and over,33.3596,33.7456,32.8947
366,Bisquick,20 to 24 years,34.0395,33.0088,32.9518
373,Bisquick,65 to 74 years,33.0307,33.8114,33.1579
372,Bisquick,60 to 64 years,33.2763,32.8596,33.864
371,Bisquick,55 to 59 years,33.2368,33.3596,33.4035
370,Bisquick,5 to 9 years,33.307,33.6623,33.0307
369,Bisquick,45 to 54 years,33.2018,33.557,33.2412
368,Bisquick,35 to 44 years,33.5789,33.1316,33.2895
367,Bisquick,25 to 34 years,32.4912,33.5044,34.0044
374,Bisquick,75 to 84 years,33.2105,33.5,33.2895
365,Bisquick,15 to 19 years,32.8684,33.6184,33.5132
364,Bisquick,10 to 14 years,32.8289,33.7632,33.4079
2357,Blue Bonnet,35 to 44 years,33.0307,33.5965,33.3728
2364,Blue Bonnet,85 years and over,33.6096,32.9868,33.4035
2363,Blue Bonnet,75 to 84 years,34.0351,32.6535,33.3114
2362,Blue Bonnet,65 to 74 years,32.886,33.3202,33.7939
2361,Blue Bonnet,60 to 64 years,33.3202,33.6754,33.0044
2360,Blue Bonnet,55 to 59 years,33.193,32.7675,34.0395
2359,Blue Bonnet,5 to 9 years,33.0,33.5789,33.4211
2358,Blue Bonnet,45 to 54 years,33.7851,32.9781,33.2368
2356,Blue Bonnet,25 to 34 years,32.807,33.7763,33.4167
2355,Blue Bonnet,20 to 24 years,33.1228,33.3509,33.5263
2365,Blue Bonnet,Under 5 years,33.2544,33.0219,33.7237
2354,Blue Bonnet,15 to 19 years,33.4474,33.7895,32.7632
2353,Blue Bonnet,10 to 14 years,33.1886,33.2851,33.5263
1274,Blue Buffalo,10 to 14 years,32.9605,33.4737,33.5658
1276,Blue Buffalo,20 to 24 years,33.4737,32.943,33.5833
1286,Blue Buffalo,Under 5 years,33.2544,33.2061,33.5395
1278,Blue Buffalo,35 to 44 years,33.5395,33.2412,33.2193
1279,Blue Buffalo,45 to 54 years,32.5482,33.693,33.7588
1280,Blue Buffalo,5 to 9 years,33.0614,33.1667,33.7719
1281,Blue Buffalo,55 to 59 years,33.614,32.8816,33.5044
1277,Blue Buffalo,25 to 34 years,33.3202,33.5614,33.1184
1283,Blue Buffalo,65 to 74 years,33.0351,33.5,33.4649
1284,Blue Buffalo,75 to 84 years,33.3684,33.4956,33.136
1275,Blue Buffalo,15 to 19 years,33.2632,33.4474,33.2895
1285,Blue Buffalo,85 years and over,33.5658,33.1711,33.2632
1282,Blue Buffalo,60 to 64 years,33.0175,33.5965,33.386
2288,Blue Bunny,10 to 14 years,33.2982,32.9079,33.7939
2289,Blue Bunny,15 to 19 years,33.6184,32.943,33.4386
2300,Blue Bunny,Under 5 years,33.1711,33.6053,33.2237
2299,Blue Bunny,85 years and over,32.9868,33.8991,33.114
2298,Blue Bunny,75 to 84 years,33.557,33.2719,33.1711
2297,Blue Bunny,65 to 74 years,33.6579,33.1623,33.1798
2296,Blue Bunny,60 to 64 years,33.8202,33.1754,33.0044
2290,Blue Bunny,20 to 24 years,33.4518,33.3904,33.1579
2294,Blue Bunny,5 to 9 years,33.3202,33.0482,33.6316
2293,Blue Bunny,45 to 54 years,33.3684,33.4167,33.2149
2295,Blue Bunny,55 to 59 years,33.5044,33.7018,32.7939
2291,Blue Bunny,25 to 34 years,33.3991,33.1711,33.4298
2292,Blue Bunny,35 to 44 years,32.5877,33.4825,33.9298
1546,Boars Head,Under 5 years,33.0965,33.6711,33.2325
1545,Boars Head,85 years and over,33.2982,33.443,33.2588
1534,Boars Head,10 to 14 years,33.5175,32.7544,33.7281
1535,Boars Head,15 to 19 years,33.3728,33.6053,33.0219
1536,Boars Head,20 to 24 years,32.6754,33.5439,33.7807
1537,Boars Head,25 to 34 years,33.4035,33.4079,33.1886
1539,Boars Head,45 to 54 years,33.7456,33.3904,32.864
1540,Boars Head,5 to 9 years,33.75,33.4298,32.8202
1541,Boars Head,55 to 59 years,32.6009,33.8947,33.5044
1542,Boars Head,60 to 64 years,33.5175,33.0263,33.4561
1543,Boars Head,65 to 74 years,33.0965,33.9035,33.0
1538,Boars Head,35 to 44 years,33.6096,33.7939,32.5965
1544,Boars Head,75 to 84 years,33.2237,33.2544,33.5219
5135,Bobs Red Mill,10 to 14 years,32.7325,33.5965,33.6711
5136,Bobs Red Mill,15 to 19 years,32.9737,33.6404,33.386
5137,Bobs Red Mill,20 to 24 years,32.864,33.3289,33.807
5139,Bobs Red Mill,35 to 44 years,33.4561,33.6711,32.8728
5140,Bobs Red Mill,45 to 54 years,33.1491,33.5263,33.3246
5141,Bobs Red Mill,5 to 9 years,33.1447,33.3991,33.4561
5143,Bobs Red Mill,60 to 64 years,33.1974,33.3246,33.4781
5144,Bobs Red Mill,65 to 74 years,33.7895,32.9518,33.2588
5145,Bobs Red Mill,75 to 84 years,33.5395,33.5088,32.9518
5138,Bobs Red Mill,25 to 34 years,33.5746,33.3553,33.0702
5142,Bobs Red Mill,55 to 59 years,33.5351,33.2719,33.193
5146,Bobs Red Mill,85 years and over,33.1886,33.5175,33.2939
5147,Bobs Red Mill,Under 5 years,33.4342,33.1184,33.4474
5340,Boca,75 to 84 years,33.4079,33.557,33.0351
5339,Boca,65 to 74 years,33.5044,32.7939,33.7018
5338,Boca,60 to 64 years,33.3202,33.2544,33.4254
5337,Boca,55 to 59 years,33.136,33.8377,33.0263
5336,Boca,5 to 9 years,33.7193,33.136,33.1447
5335,Boca,45 to 54 years,33.2851,33.2018,33.5132
5334,Boca,35 to 44 years,33.7018,33.3947,32.9035
5333,Boca,25 to 34 years,32.8596,33.693,33.4474
5342,Boca,Under 5 years,33.8421,33.4298,32.7281
5332,Boca,20 to 24 years,33.0658,32.9781,33.9561
5331,Boca,15 to 19 years,32.8991,33.5175,33.5833
5330,Boca,10 to 14 years,33.6009,32.8816,33.5175
5341,Boca,85 years and over,33.6842,33.2105,33.1053
1576,Borden,25 to 34 years,33.0263,33.864,33.1096
1583,Borden,75 to 84 years,32.7807,33.8026,33.4167
1575,Borden,20 to 24 years,33.0658,33.2982,33.636
1574,Borden,15 to 19 years,32.8114,33.7149,33.4737
1573,Borden,10 to 14 years,33.3904,33.2368,33.3728
1577,Borden,35 to 44 years,33.2456,33.6272,33.1272
1578,Borden,45 to 54 years,33.0702,33.0921,33.8377
1579,Borden,5 to 9 years,33.1842,33.7281,33.0877
1580,Borden,55 to 59 years,33.2105,33.5746,33.2149
1581,Borden,60 to 64 years,33.2719,33.6579,33.0702
1585,Borden,Under 5 years,32.8158,33.75,33.4342
1584,Borden,85 years and over,33.2675,33.1842,33.5482
1582,Borden,65 to 74 years,34.0965,33.0789,32.8246
4019,Bostitch,20 to 24 years,32.5351,33.9079,33.557
4027,Bostitch,75 to 84 years,33.6623,33.0702,33.2675
4026,Bostitch,65 to 74 years,33.4254,33.0351,33.5395
4025,Bostitch,60 to 64 years,32.9298,33.5439,33.5263
4024,Bostitch,55 to 59 years,32.8465,33.5395,33.614
4023,Bostitch,5 to 9 years,33.2105,33.3289,33.4605
4022,Bostitch,45 to 54 years,33.5132,33.3816,33.1053
4017,Bostitch,10 to 14 years,33.193,33.1842,33.6228
4020,Bostitch,25 to 34 years,33.2237,33.2632,33.5132
4018,Bostitch,15 to 19 years,33.5526,33.4167,33.0307
4021,Bostitch,35 to 44 years,33.7544,33.9079,32.3377
4029,Bostitch,Under 5 years,33.3991,33.3991,33.2018
4028,Bostitch,85 years and over,33.3947,33.1974,33.4079
2725,Bounce,60 to 64 years,33.2632,33.3596,33.3772
2724,Bounce,55 to 59 years,32.8377,33.5175,33.6447
2723,Bounce,5 to 9 years,32.9781,33.2939,33.7281
2722,Bounce,45 to 54 years,33.1096,33.4386,33.4518
2721,Bounce,35 to 44 years,33.8421,32.9605,33.1974
2720,Bounce,25 to 34 years,32.864,33.7982,33.3377
2719,Bounce,20 to 24 years,33.9737,33.0132,33.0132
2718,Bounce,15 to 19 years,34.0175,32.7675,33.2149
2717,Bounce,10 to 14 years,33.193,33.0219,33.7851
2728,Bounce,85 years and over,33.0614,33.3333,33.6053
2729,Bounce,Under 5 years,33.8816,33.1447,32.9737
2726,Bounce,65 to 74 years,33.4781,33.1184,33.4035
2727,Bounce,75 to 84 years,33.6754,32.7368,33.5877
3095,Bounty Paper Towels,15 to 19 years,33.0921,33.8114,33.0965
3096,Bounty Paper Towels,20 to 24 years,33.6316,33.5921,32.7763
3097,Bounty Paper Towels,25 to 34 years,33.6447,32.9342,33.4211
3098,Bounty Paper Towels,35 to 44 years,33.1535,33.7763,33.0702
3099,Bounty Paper Towels,45 to 54 years,33.0044,33.5658,33.4298
3100,Bounty Paper Towels,5 to 9 years,33.1623,33.4386,33.3991
3102,Bounty Paper Towels,60 to 64 years,33.2237,32.8509,33.9254
3103,Bounty Paper Towels,65 to 74 years,33.6096,33.2193,33.1711
3104,Bounty Paper Towels,75 to 84 years,33.5088,33.1535,33.3377
3106,Bounty Paper Towels,Under 5 years,33.8421,32.5482,33.6096
3101,Bounty Paper Towels,55 to 59 years,33.7851,32.7719,33.443
3105,Bounty Paper Towels,85 years and over,33.0175,33.5351,33.4474
3094,Bounty Paper Towels,10 to 14 years,33.2061,33.7544,33.0395
4718,Brachs,Under 5 years,33.136,33.9956,32.8684
4716,Brachs,75 to 84 years,33.1228,33.5,33.3772
4715,Brachs,65 to 74 years,33.1272,33.364,33.5088
4714,Brachs,60 to 64 years,32.8947,33.3816,33.7237
4713,Brachs,55 to 59 years,33.1009,33.6228,33.2763
4712,Brachs,5 to 9 years,33.0833,33.1535,33.7632
4711,Brachs,45 to 54 years,33.7193,32.7763,33.5044
4710,Brachs,35 to 44 years,33.5088,33.5307,32.9605
4709,Brachs,25 to 34 years,33.2982,33.114,33.5877
4708,Brachs,20 to 24 years,33.4342,33.4912,33.0746
4707,Brachs,15 to 19 years,33.2412,33.3596,33.3991
4706,Brachs,10 to 14 years,33.614,33.386,33.0
4717,Brachs,85 years and over,33.5044,33.0,33.4956
767,Bragg,10 to 14 years,33.3904,33.5219,33.0877
779,Bragg,Under 5 years,33.0877,33.057,33.8553
778,Bragg,85 years and over,33.3509,33.6623,32.9868
776,Bragg,65 to 74 years,33.9868,33.057,32.9561
775,Bragg,60 to 64 years,33.2368,33.1623,33.6009
773,Bragg,5 to 9 years,32.8728,33.7105,33.4167
774,Bragg,55 to 59 years,33.4518,33.7061,32.8421
771,Bragg,35 to 44 years,33.307,33.4781,33.2149
770,Bragg,25 to 34 years,33.4825,33.307,33.2105
769,Bragg,20 to 24 years,33.9737,32.9298,33.0965
768,Bragg,15 to 19 years,33.7018,32.7368,33.5614
772,Bragg,45 to 54 years,33.5044,33.4386,33.057
777,Bragg,75 to 84 years,33.2763,33.5789,33.1447
450,Breyers,60 to 64 years,33.2939,33.2588,33.4474
446,Breyers,35 to 44 years,33.1579,33.8246,33.0175
449,Breyers,55 to 59 years,32.9868,33.4518,33.5614
448,Breyers,5 to 9 years,33.3246,33.0439,33.6316
447,Breyers,45 to 54 years,33.307,33.4825,33.2105
454,Breyers,Under 5 years,33.5965,32.9693,33.4342
444,Breyers,20 to 24 years,33.1184,33.4211,33.4605
443,Breyers,15 to 19 years,32.8465,33.8465,33.307
442,Breyers,10 to 14 years,33.693,33.5789,32.7281
453,Breyers,85 years and over,33.1184,33.2763,33.6053
452,Breyers,75 to 84 years,33.2588,33.4649,33.2763
445,Breyers,25 to 34 years,33.1842,33.3684,33.4474
451,Breyers,65 to 74 years,33.2193,33.7763,33.0044
2393,Bridgford,15 to 19 years,33.1798,33.1842,33.636
2403,Bridgford,85 years and over,33.3816,33.2544,33.364
2392,Bridgford,10 to 14 years,33.3158,33.2105,33.4737
2394,Bridgford,20 to 24 years,32.8377,33.4518,33.7105
2395,Bridgford,25 to 34 years,32.8465,33.2412,33.9123
2396,Bridgford,35 to 44 years,33.0658,33.2895,33.6447
2397,Bridgford,45 to 54 years,33.2018,33.0132,33.7851
2398,Bridgford,5 to 9 years,33.7807,32.5175,33.7018
2399,Bridgford,55 to 59 years,33.2061,33.1579,33.636
2400,Bridgford,60 to 64 years,33.864,33.1053,33.0307
2401,Bridgford,65 to 74 years,33.2895,33.2456,33.4649
2402,Bridgford,75 to 84 years,32.864,33.7061,33.4298
2404,Bridgford,Under 5 years,33.5833,33.1842,33.2325
2429,Brooks (Beans),85 years and over,33.3991,33.0921,33.5088
2418,Brooks (Beans),10 to 14 years,33.4737,33.8158,32.7105
2419,Brooks (Beans),15 to 19 years,32.8991,33.4474,33.6535
2420,Brooks (Beans),20 to 24 years,33.6096,33.4737,32.9167
2421,Brooks (Beans),25 to 34 years,33.6579,33.2763,33.0658
2422,Brooks (Beans),35 to 44 years,33.3202,33.1272,33.5526
2423,Brooks (Beans),45 to 54 years,33.2018,33.5965,33.2018
2425,Brooks (Beans),55 to 59 years,33.6711,33.3421,32.9868
2426,Brooks (Beans),60 to 64 years,33.3991,33.4298,33.1711
2427,Brooks (Beans),65 to 74 years,34.0,33.0614,32.9386
2428,Brooks (Beans),75 to 84 years,33.3026,33.3158,33.3816
2430,Brooks (Beans),Under 5 years,33.3377,33.5746,33.0877
2424,Brooks (Beans),5 to 9 years,33.6754,32.8114,33.5132
4353,Brother,85 years and over,33.7281,33.4825,32.7895
4349,Brother,55 to 59 years,33.3904,32.9561,33.6535
4354,Brother,Under 5 years,32.943,33.9474,33.1096
4351,Brother,65 to 74 years,33.2544,33.3026,33.443
4350,Brother,60 to 64 years,33.5175,33.0614,33.4211
4348,Brother,5 to 9 years,32.6711,33.4868,33.8421
4347,Brother,45 to 54 years,33.5088,33.4561,33.0351
4346,Brother,35 to 44 years,33.2412,33.4298,33.3289
4345,Brother,25 to 34 years,32.9123,33.9298,33.1579
4344,Brother,20 to 24 years,33.1447,33.1404,33.7149
4343,Brother,15 to 19 years,33.4825,33.4123,33.1053
4342,Brother,10 to 14 years,33.4474,33.4386,33.114
4352,Brother,75 to 84 years,33.3728,33.6228,33.0044
3352,Bubly (Sparkling Water),85 years and over,33.2982,33.5044,33.1974
3353,Bubly (Sparkling Water),Under 5 years,33.5789,33.4605,32.9605
3351,Bubly (Sparkling Water),75 to 84 years,33.9298,32.6974,33.3728
3350,Bubly (Sparkling Water),65 to 74 years,33.193,33.3246,33.4825
3349,Bubly (Sparkling Water),60 to 64 years,32.886,33.9298,33.1842
3348,Bubly (Sparkling Water),55 to 59 years,33.0263,33.364,33.6096
3347,Bubly (Sparkling Water),5 to 9 years,33.0439,33.5439,33.4123
3346,Bubly (Sparkling Water),45 to 54 years,33.4956,33.1053,33.3991
3345,Bubly (Sparkling Water),35 to 44 years,33.5482,33.2851,33.1667
3344,Bubly (Sparkling Water),25 to 34 years,33.1272,32.7149,34.1579
3341,Bubly (Sparkling Water),10 to 14 years,32.9211,33.3289,33.75
3342,Bubly (Sparkling Water),15 to 19 years,33.4605,33.5219,33.0175
3343,Bubly (Sparkling Water),20 to 24 years,33.7412,33.3202,32.9386
1509,Budweiser,15 to 19 years,33.5351,33.2763,33.1886
1512,Budweiser,35 to 44 years,33.2105,32.9123,33.8772
1513,Budweiser,45 to 54 years,33.0658,33.9518,32.9825
1514,Budweiser,5 to 9 years,33.0789,33.3772,33.5439
1515,Budweiser,55 to 59 years,33.4561,33.6667,32.8772
1511,Budweiser,25 to 34 years,32.9167,33.6667,33.4167
1516,Budweiser,60 to 64 years,33.3772,33.5526,33.0702
1517,Budweiser,65 to 74 years,33.0175,33.2675,33.7149
1518,Budweiser,75 to 84 years,32.7061,33.6404,33.6535
1519,Budweiser,85 years and over,33.1404,33.2939,33.5658
1520,Budweiser,Under 5 years,33.1667,33.3991,33.4342
1510,Budweiser,20 to 24 years,33.6667,33.4912,32.8421
1508,Budweiser,10 to 14 years,33.1272,32.864,34.0088
4899,Bugles,85 years and over,33.4035,33.3772,33.2193
4898,Bugles,75 to 84 years,33.1667,33.1754,33.6579
4900,Bugles,Under 5 years,32.9123,33.7281,33.3596
4897,Bugles,65 to 74 years,33.6754,33.1053,33.2193
4896,Bugles,60 to 64 years,33.443,33.0921,33.4649
4895,Bugles,55 to 59 years,33.1096,33.057,33.8333
4894,Bugles,5 to 9 years,33.5789,33.1491,33.2719
4893,Bugles,45 to 54 years,33.3333,33.3904,33.2763
4892,Bugles,35 to 44 years,33.3684,33.307,33.3246
4891,Bugles,25 to 34 years,32.6886,33.9518,33.3596
4890,Bugles,20 to 24 years,33.4737,33.1886,33.3377
4888,Bugles,10 to 14 years,33.1272,33.25,33.6228
4889,Bugles,15 to 19 years,33.3553,33.0833,33.5614
6071,Buitoni,10 to 14 years,33.0482,34.1009,32.8509
6072,Buitoni,15 to 19 years,33.4737,33.364,33.1623
6073,Buitoni,20 to 24 years,32.9518,33.0965,33.9518
6074,Buitoni,25 to 34 years,33.1447,33.6974,33.1579
6083,Buitoni,Under 5 years,33.2368,33.6096,33.1535
6076,Buitoni,45 to 54 years,32.7237,33.7982,33.4781
6077,Buitoni,5 to 9 years,33.2281,33.2982,33.4737
6078,Buitoni,55 to 59 years,33.7632,33.4035,32.8333
6080,Buitoni,65 to 74 years,33.4474,33.3026,33.25
6075,Buitoni,35 to 44 years,33.1754,33.3553,33.4693
6079,Buitoni,60 to 64 years,33.1579,33.4868,33.3553
6082,Buitoni,85 years and over,33.3158,33.1754,33.5088
6081,Buitoni,75 to 84 years,33.4123,33.5921,32.9956
5317,Bulls-Eye,10 to 14 years,33.5746,33.2105,33.2149
5329,Bulls-Eye,Under 5 years,33.5877,32.9605,33.4518
5327,Bulls-Eye,75 to 84 years,33.5175,33.5395,32.943
5326,Bulls-Eye,65 to 74 years,33.9211,33.0833,32.9956
5325,Bulls-Eye,60 to 64 years,33.0219,33.1667,33.8114
5324,Bulls-Eye,55 to 59 years,33.4737,33.0658,33.4605
5323,Bulls-Eye,5 to 9 years,32.9825,33.2588,33.7588
5322,Bulls-Eye,45 to 54 years,33.2368,33.6579,33.1053
5321,Bulls-Eye,35 to 44 years,32.9342,33.7807,33.2851
5320,Bulls-Eye,25 to 34 years,33.2412,33.2281,33.5307
5319,Bulls-Eye,20 to 24 years,32.9868,33.1272,33.886
5328,Bulls-Eye,85 years and over,33.5746,32.8026,33.6228
5318,Bulls-Eye,15 to 19 years,32.8904,33.7895,33.3202
1340,Bumble Bee,15 to 19 years,33.6447,33.2325,33.1228
1339,Bumble Bee,10 to 14 years,33.3465,33.1667,33.4868
1351,Bumble Bee,Under 5 years,33.5746,33.4035,33.0219
1350,Bumble Bee,85 years and over,33.5921,33.1272,33.2807
1349,Bumble Bee,75 to 84 years,33.2763,33.3509,33.3728
1348,Bumble Bee,65 to 74 years,33.0044,33.8509,33.1447
1347,Bumble Bee,60 to 64 years,33.7763,33.0307,33.193
